"id","sourceRoutes","global","label","kind","destination","handler","disabled","file","line","evidence"
"C0919","/warehouse-stock/count","false","Form submission","filter/select/expand","","{e => { e.preventDefault(); setSearch(query); setOffset(0); input.current?.focus({ preventScroll: true }); }}","","frontend/src/components/StocktakeSession.tsx","181","static source; conditional visibility and dynamic data require runtime QA"
"C0920","/warehouse-stock/count","false","Search","local state / inspect handler","","","","frontend/src/components/StocktakeSession.tsx","181","static source; conditional visibility and dynamic data require runtime QA"
"C0921","/warehouse-stock/count","false","row.snapshot.package_no","open new tab","`/packages/${row.package_id}`","","","frontend/src/components/StocktakeSession.tsx","187","static source; conditional visibility and dynamic data require runtime QA"
"C0922","/warehouse-stock/count","false","text.undo","save/change data","","{() => void action(`${base}/scans/${row.id}`, text.undoConfirm, true)}","pending > 0 || busy","frontend/src/components/StocktakeSession.tsx","191","static source; conditional visibility and dynamic data require runtime QA"
"C0923","/warehouse-stock/count","false","text.previous","local state / inspect handler","","{() => setOffset(Math.max(0, offset - 100))}","offset === 0","frontend/src/components/StocktakeSession.tsx","195","static source; conditional visibility and dynamic data require runtime QA"
"C0924","/warehouse-stock/count","false","text.next","local state / inspect handler","","{() => setOffset(offset + 100)}","offset + 100 >= data.total","frontend/src/components/StocktakeSession.tsx","195","static source; conditional visibility and dynamic data require runtime QA"
"C0925","","false","Open tasks","open/close dialog","","{() => setOpen(true)}","","frontend/src/components/TasksDrawer.tsx","126","static source; conditional visibility and dynamic data require runtime QA"
"C0926","","false","Ledger · IV Tasks Managers can assign tasks to anyone. / Your assigned tasks. [dynamic content] tasks && tasks.length === 0 && <EmptyState t={t} /> tasks?.map((tk, i) => ( <LedgerRow key={tk.id} row={i + 1} task={tk} isM [dynamic label]","open/close dialog","","{() => setOpen(false)}","","frontend/src/components/TasksDrawer.tsx","196","static source; conditional visibility and dynamic data require runtime QA"
"C0927","","false","Ledger · IV Tasks Managers can assign tasks to anyone. / Your assigned tasks. [dynamic content] tasks && tasks.length === 0 && <EmptyState t={t} /> tasks?.map((tk, i) => ( <LedgerRow key={tk.id} row={i + 1} task={tk} isM [dynamic label]","local state / inspect handler","","{(e) => e.stopPropagation()}","","frontend/src/components/TasksDrawer.tsx","202","static source; conditional visibility and dynamic data require runtime QA"
"C0928","","false","Close","open/close dialog","","{() => setOpen(false)}","","frontend/src/components/TasksDrawer.tsx","245","static source; conditional visibility and dynamic data require runtime QA"
"C0929","","false","t(s === ""mine"" ? ""tasks.mine"" : ""tasks.all"")","local state / inspect handler","","{() => setScope(s)}","","frontend/src/components/TasksDrawer.tsx","282","static source; conditional visibility and dynamic data require runtime QA"
"C0930","","false","Form submission","save/change data","","{addTask}","","frontend/src/components/TasksDrawer.tsx","341","static source; conditional visibility and dynamic data require runtime QA"
"C0931","","false","Add task","submit form","","","","frontend/src/components/TasksDrawer.tsx","436","static source; conditional visibility and dynamic data require runtime QA"
"C0932","","false","done ? Reopen : Done","save/change data","","{onToggleDone}","","frontend/src/components/TasksDrawer.tsx","514","static source; conditional visibility and dynamic data require runtime QA"
"C0933","","false","Start","save/change data","","{() => setStatus(task, ""in_progress"")}","","frontend/src/components/TasksDrawer.tsx","618","static source; conditional visibility and dynamic data require runtime QA"
"C0934","","false","Delete","local state / inspect handler","","{() => del(task)}","","frontend/src/components/TasksDrawer.tsx","628","static source; conditional visibility and dynamic data require runtime QA"
"C0935","","true","Form submission","navigate after action","`/search?${params.toString()}`","{submitSearch}","","frontend/src/components/Topbar.tsx","71","static source; conditional visibility and dynamic data require runtime QA"
"C0936","","true","Enter","submit form","","","","frontend/src/components/Topbar.tsx","80","static source; conditional visibility and dynamic data require runtime QA"
"C0937","","true","isNight ? Switch to day mode : Switch to night mode","local state / inspect handler","","{toggleTheme}","","frontend/src/components/Topbar.tsx","89","static source; conditional visibility and dynamic data require runtime QA"
"C0938","","true","Settings","navigate after action","/settings","{() => router.push(""/settings"")}","","frontend/src/components/Topbar.tsx","103","static source; conditional visibility and dynamic data require runtime QA"
"C0939","","true","Profile","navigate after action","/profile","{() => router.push(""/profile"")}","","frontend/src/components/Topbar.tsx","105","static source; conditional visibility and dynamic data require runtime QA"
"C0940","","true","Logout","local state / inspect handler","","{() => logout()}","","frontend/src/components/Topbar.tsx","109","static source; conditional visibility and dynamic data require runtime QA"
"C0941","/packages/scan","false","`${cell.code}${cell.count ? ` - ${cell.count} ${Package}` : """"}`","local state / inspect handler","","{() => onSelectCell?.(cell.code)}","","frontend/src/components/WarehouseMap.tsx","95","static source; conditional visibility and dynamic data require runtime QA"
"C0942","/work-orders/[id]/cutting | /work-orders/[id]/packaging | /work-orders/[id]/printing | /work-orders/[id]/sewing","false","Icon control at line 144","open new tab","imagePreviewHref(image?.file_url, name)","","","frontend/src/components/WorkOrderProductInfo.tsx","144","static source; conditional visibility and dynamic data require runtime QA"
"C0943","/work-orders/[id]/cutting | /work-orders/[id]/packaging | /work-orders/[id]/printing | /work-orders/[id]/sewing","false","attachmentName(file, Qolip file)","open page/link","file.file_url || ""#""","","","frontend/src/components/WorkOrderProductInfo.tsx","369","static source; conditional visibility and dynamic data require runtime QA"
"C0944","/work-orders/[id]/cutting | /work-orders/[id]/packaging | /work-orders/[id]/printing | /work-orders/[id]/sewing","false","Edit","local state / inspect handler","","{openBreakdownEditor}","","frontend/src/components/WorkOrderProductInfo.tsx","387","static source; conditional visibility and dynamic data require runtime QA"
"C0945","/work-orders/[id]/cutting | /work-orders/[id]/packaging | /work-orders/[id]/printing | /work-orders/[id]/sewing","false","Remove","local state / inspect handler","","{() => removeBreakdownRow(index)}","breakdownRows.length <= 1 || breakdownSaving","frontend/src/components/WorkOrderProductInfo.tsx","432","static source; conditional visibility and dynamic data require runtime QA"
"C0946","/work-orders/[id]/cutting | /work-orders/[id]/packaging | /work-orders/[id]/printing | /work-orders/[id]/sewing","false","Add","local state / inspect handler","","{addBreakdownRow}","breakdownSaving","frontend/src/components/WorkOrderProductInfo.tsx","451","static source; conditional visibility and dynamic data require runtime QA"
"C0947","/work-orders/[id]/cutting | /work-orders/[id]/packaging | /work-orders/[id]/printing | /work-orders/[id]/sewing","false","Cancel","local state / inspect handler","","{() => { setBreakdownEditing(false); setBreakdownMsg(""""); }}","breakdownSaving","frontend/src/components/WorkOrderProductInfo.tsx","454","static source; conditional visibility and dynamic data require runtime QA"
"C0948","/work-orders/[id]/cutting | /work-orders/[id]/packaging | /work-orders/[id]/printing | /work-orders/[id]/sewing","false","Saving... / Save changes","local state / inspect handler","","{saveBreakdown}","breakdownSaving","frontend/src/components/WorkOrderProductInfo.tsx","462","static source; conditional visibility and dynamic data require runtime QA"
